Domain,Receive_Time,Serial_#,Type,Threat/Content_Type,Config_Version,Generate_Time,Source_address,Destination_address,NAT_Source_IP,NAT_Destination_IP,Rule,Source_User,Destination_User,Application,Virtual_System,Source_Zone,Destination_Zone,Inbound_Interface,Outbound_Interface,Log_Action,Time_Logged,Session_ID,Repeat_Count,Source_Port,Destination_Port,NAT_Source_Port,NAT_Destination_Port,Flags,IP_Protocol,Action,Bytes,Bytes_Sent,Bytes_Received,Packets,Start_Time,Elapsed_Time_(sec),Category,Padding,Sequence_Number,Action_Flags,Source_Country,Destination_Country,cpadding,pkts_sent,pkts_received,session_end_reason,dg_hier_level_1,dg_hier_level_2,dg_hier_level_3,dg_hier_level_4,Virtual_System_Name,Device_Name,action_source,Source_VM_UUID,Destination_VM_UUID,Tunnel_ID/IMSI,Monitor_Tag/IMEI,Parent_Session_ID,parent_start_time,tunnel
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.53,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,693,1,64971,53,0,0,0x4019,udp,allow,204,102,102,2,5/31/17 0:36,1,any,0,15231520,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,8.8.8.8,,,rule1,,,dns,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,698,1,51407,53,0,0,0x4019,udp,allow,188,78,110,2,5/31/17 0:36,0,any,0,15231519,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,192.168.4.1,,,rule1,,,insufficient-data,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,691,1,49404,5351,0,0,0x4019,udp,allow,568,240,328,8,5/31/17 0:36,2,any,0,15231518,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,4,4,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,64.4.23.144,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,668,1,43507,40016,0,0,0x4050,udp,allow,1023,73,950,2,5/31/17 0:36,1,any,0,15231517,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.53,157.55.56.144,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,673,1,43507,40016,0,0,0x4050,udp,allow,1161,151,1010,4,5/31/17 0:36,1,any,0,15231516,0x0,192.168.0.0-192.168.255.255,United States,0,2,2,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,157.55.235.176,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,674,1,43507,40019,0,0,0x4050,udp,allow,1023,73,950,2,5/31/17 0:36,1,any,0,15231515,0x0,192.168.0.0-192.168.255.255,Ireland,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,157.55.130.150,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,681,1,43507,40035,0,0,0x4050,udp,allow,270,176,94,2,5/31/17 0:36,1,any,0,15231514,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.52,111.221.77.164,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,686,1,43507,40027,0,0,0x4050,udp,allow,135,73,62,2,5/31/17 0:36,0,any,0,15231513,0x0,192.168.0.0-192.168.255.255,Hong Kong,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,157.55.235.159,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,358,1,43507,40017,0,0,0x4050,udp,allow,715,529,186,6,5/31/17 0:35,26,any,0,15231512,0x0,192.168.0.0-192.168.255.255,Ireland,0,3,3,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.49,157.55.130.143,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,667,1,43507,40008,0,0,0x4050,udp,allow,1103,77,1026,2,5/31/17 0:36,0,any,0,15231511,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.52,157.56.52.45,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,643,1,43507,40031,0,0,0x4050,udp,allow,559,75,484,2,5/31/17 0:36,1,any,0,15231510,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,157.55.56.166,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,644,1,43507,40029,0,0,0x4050,udp,allow,137,75,62,2,5/31/17 0:36,1,any,0,15231509,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,157.56.52.41,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,647,1,43507,40019,0,0,0x4050,udp,allow,143,81,62,2,5/31/17 0:36,1,any,0,15231508,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,36.66.188.251,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,650,1,43507,40033,0,0,0x4050,udp,allow,137,75,62,2,5/31/17 0:36,1,any,0,15231507,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,65.55.223.15,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,653,1,43507,40027,0,0,0x4050,udp,allow,140,78,62,2,5/31/17 0:36,1,any,0,15231506,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,157.55.235.155,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,656,1,43507,40011,0,0,0x4050,udp,allow,136,74,62,2,5/31/17 0:36,1,any,0,15231505,0x0,192.168.0.0-192.168.255.255,Ireland,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,65.55.223.44,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,659,1,43507,40004,0,0,0x4050,udp,allow,138,76,62,2,5/31/17 0:36,1,any,0,15231504,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.52,111.221.77.147,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,664,1,43507,40030,0,0,0x4050,udp,allow,236,173,63,2,5/31/17 0:36,0,any,0,15231503,0x0,192.168.0.0-192.168.255.255,Hong Kong,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,68.67.178.111,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,164,1,52170,443,0,0,0x401c,tcp,allow,6185,4741,1444,33,5/31/17 0:35,40,business-and-economy,0,15231502,0x0,192.168.0.0-192.168.255.255,United States,0,26,7,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,162.125.18.133,,,rule1,,,dropbox-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,54,1,52138,443,0,0,0x4053,tcp,allow,8376,2779,5597,32,5/31/17 0:35,42,online-storage-and-backup,0,15231501,0x0,192.168.0.0-192.168.255.255,United States,0,17,15,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.52,162.125.18.133,,,rule1,,,dropbox-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,53,1,52137,443,0,0,0x4053,tcp,allow,8010,2413,5597,32,5/31/17 0:35,42,online-storage-and-backup,0,15231500,0x0,192.168.0.0-192.168.255.255,United States,0,17,15,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,64.4.23.141,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,634,1,43507,40026,0,0,0x4050,udp,allow,136,74,62,2,5/31/17 0:35,1,any,0,15231499,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.52,68.67.178.111,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,159,1,52167,443,0,0,0x401c,tcp,allow,10280,4014,6266,40,5/31/17 0:35,39,business-and-economy,0,15231498,0x0,192.168.0.0-192.168.255.255,United States,0,29,11,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.52,65.55.223.19,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,640,1,43507,40013,0,0,0x4050,udp,allow,137,75,62,2,5/31/17 0:35,0,any,0,15231497,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,157.55.130.141,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,635,1,43507,40010,0,0,0x4050,udp,allow,142,80,62,2,5/31/17 0:35,0,any,0,15231496,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,157.55.130.147,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,631,1,43507,40030,0,0,0x4050,udp,allow,136,74,62,2,5/31/17 0:35,0,any,0,15231495,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,68.67.180.138,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,137,1,52154,443,0,0,0x401c,tcp,allow,16314,3996,12318,50,5/31/17 0:35,38,web-advertisements,0,15231494,0x0,192.168.0.0-192.168.255.255,Singapore,0,33,17,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.52,23.219.126.55,,,rule1,,,skype,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,79,1,52140,443,0,0,0x4053,tcp,allow,12823,4961,7862,44,5/31/17 0:35,38,internet-communications-and-telephony,0,15231493,0x0,192.168.0.0-192.168.255.255,United States,0,24,20,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,23.219.126.55,,,rule1,,,skype,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,112,1,52145,443,0,0,0x4053,tcp,allow,3778,2369,1409,30,5/31/17 0:35,37,internet-communications-and-telephony,0,15231492,0x0,192.168.0.0-192.168.255.255,United States,0,17,13,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,151.101.1.108,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,133,1,52153,443,0,0,0x4053,tcp,allow,35511,2925,32586,69,5/31/17 0:35,37,business-and-economy,0,15231491,0x0,192.168.0.0-192.168.255.255,United States,0,34,35,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.52,68.67.178.132,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,165,1,52171,443,0,0,0x4053,tcp,allow,11044,3579,7465,43,5/31/17 0:35,36,business-and-economy,0,15231490,0x0,192.168.0.0-192.168.255.255,United States,0,31,12,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,104.244.42.2,,,rule1,,,twitter-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,147,1,52160,443,0,0,0x4053,tcp,allow,9387,3546,5841,47,5/31/17 0:35,34,social-networking,0,15231489,0x0,192.168.0.0-192.168.255.255,United States,0,28,19,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,176.78.108.235,,,rule1,,,twitter-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,143,1,52156,443,0,0,0x4053,tcp,allow,93756,19729,74027,345,5/31/17 0:35,34,social-networking,0,15231488,0x0,192.168.0.0-192.168.255.255,United States,0,171,174,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.49,199.16.156.71,,,rule1,,,twitter-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,111,1,52144,443,0,0,0x4053,tcp,allow,20681,16955,3726,81,5/31/17 0:35,35,social-networking,0,15231487,0x0,192.168.0.0-192.168.255.255,United States,0,47,34,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,104.244.42.2,,,rule1,,,twitter-base,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,146,1,52159,443,0,0,0x4053,tcp,allow,2043,1240,803,18,5/31/17 0:35,33,social-networking,0,15231486,0x0,192.168.0.0-192.168.255.255,United States,0,10,8,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,190.237.241.197,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,69,1,43507,32692,0,0,0x4050,udp,allow,300,300,0,5,5/31/17 0:35,20,any,0,15231485,0x0,192.168.0.0-192.168.255.255,Peru,0,5,0,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,74.15.250.12,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,626,1,43507,55883,0,0,0x4050,udp,allow,60,60,0,1,5/31/17 0:35,0,any,0,15231484,0x0,192.168.0.0-192.168.255.255,Canada,0,1,0,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,162.125.18.133,,,rule1,,,incomplete,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,694,1,52183,443,0,0,0x401a,tcp,allow,480,258,222,7,5/31/17 0:36,3,any,0,15231483,0x0,192.168.0.0-192.168.255.255,United States,0,4,3,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,162.125.18.133,,,rule1,,,incomplete,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,695,1,52184,443,0,0,0x401a,tcp,allow,480,258,222,7,5/31/17 0:36,3,any,0,15231482,0x0,192.168.0.0-192.168.255.255,United States,0,4,3,tcp-rst-from-client,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,184.84.244.129,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,97,1,52143,80,0,0,0x401c,tcp,allow,8703,791,7912,18,5/31/17 0:35,31,computer-and-internet-info,0,15231481,0x0,192.168.0.0-192.168.255.255,United States,0,9,9,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,204.79.197.200,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,122,1,52151,443,0,0,0x401c,tcp,allow,10582,1995,8587,30,5/31/17 0:35,30,search-engines,0,15231480,0x0,192.168.0.0-192.168.255.255,United States,0,15,15,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,204.79.197.200,,,rule1,,,ssl,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,116,1,52148,443,0,0,0x401c,tcp,allow,10667,2014,8653,31,5/31/17 0:35,30,search-engines,0,15231479,0x0,192.168.0.0-192.168.255.255,United States,0,15,16,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,40.117.100.83,,,rule1,,,skype,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,117,1,52149,443,0,0,0x4053,tcp,allow,10647,3630,7017,28,5/31/17 0:35,30,internet-communications-and-telephony,0,15231478,0x0,192.168.0.0-192.168.255.255,United States,0,17,11,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,65.52.108.11,,,rule1,,,skype,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,113,1,52146,443,0,0,0x4053,tcp,allow,7453,2268,5185,23,5/31/17 0:35,30,internet-communications-and-telephony,0,15231477,0x0,192.168.0.0-192.168.255.255,United States,0,14,9,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,184.84.244.105,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,91,1,52141,80,0,0,0x401c,tcp,allow,8839,791,8048,20,5/31/17 0:35,31,computer-and-internet-info,0,15231476,0x0,192.168.0.0-192.168.255.255,United States,0,9,11,tcp-fin,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.52,176.78.108.235,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,619,1,43507,40027,0,0,0x4050,udp,allow,239,176,63,2,5/31/17 0:35,0,any,0,15231475,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
1,5/31/17 0:36,1606050200,TRAFFIC,end,1,5/31/17 0:36,192.168.4.55,185.7.214.212,,,rule1,,,skype-probe,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,5/31/17 0:36,618,1,43507,40029,0,0,0x4050,udp,allow,240,177,63,2,5/31/17 0:35,0,any,0,15231474,0x0,192.168.0.0-192.168.255.255,United States,0,1,1,aged-out,0,0,0,0,,PA-200,from-policy,,,0,,0,,N/A
